Title Code,Title Description,Total Positions using this Title,Unique Positions using this Title,Agencies using this Title,In Civil List Active,In Civil List,Full Description,Effective Date,Databook Link
94502,RESEARCH ANALYST TO THE PUBLIC,0,0,0,No,No,No,,https://databook.nyc/t/94502
94503,COMMISSIONER OF BUSINESS SERVI,1,1,1,No,Yes,No,,https://databook.nyc/t/94503
94504,ASSOCIATE ACCOUNTANT (PUBLIC A,0,0,0,No,No,No,,https://databook.nyc/t/94504
94505,ASSOCIATE STAFF ANALYST (PUBLI,0,0,0,No,Yes,No,,https://databook.nyc/t/94505
94506,DIRECTOR OF COMMUNICATIONS (PU,2,1,1,No,Yes,No,,https://databook.nyc/t/94506
94507,OFFICE ASSISTANT (PUBLIC ADVOC,3,1,1,No,Yes,No,,https://databook.nyc/t/94507
94508,OFFICE MANAGER (PUBLIC ADVOCAT,8,1,1,No,Yes,No,,https://databook.nyc/t/94508
94509,PRINCIPAL INVESTIGATOR (PUBLIC,0,0,0,No,Yes,No,,https://databook.nyc/t/94509
94510,PROGRAM RESEARCH ANALYST TO TH,0,0,0,No,Yes,No,,https://databook.nyc/t/94510
94511,SENIOR INVESTIGATOR (PUBLIC AD,0,0,0,No,No,No,,https://databook.nyc/t/94511
94593,CHIEF FINANCIAL OFFICER,1,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/94593
94512,SPECIAL ASSISTANT (PUBLIC ADVO,1,1,1,No,Yes,No,,https://databook.nyc/t/94512
94513,COMMISSIONER OF DEPT OF INFO T,1,1,1,No,Yes,No,,https://databook.nyc/t/94513
94515,DEPUTY CHIEF OF STAFF (CITY CO,4,2,1,No,Yes,No,,https://databook.nyc/t/94515
94518,COMMISSIONER OF CHILDREN'S SER,1,1,1,No,Yes,No,,https://databook.nyc/t/94518
94519,DIRECTOR OF INDEPENDENT BUDGET,1,1,1,No,Yes,No,,https://databook.nyc/t/94519
94520,COMMISSIONER OF DESIGN & CONST,1,1,1,No,Yes,No,,https://databook.nyc/t/94520
94522,COMMISSIONER OF CITYWIDE ADMIN,1,1,1,No,Yes,No,,https://databook.nyc/t/94522
94523,COMMSSNER - DVS,1,1,1,No,Yes,No,,https://databook.nyc/t/94523
94524,TRAINER ASSISTANT (BOARD OF EL,73,1,1,No,Yes,No,,https://databook.nyc/t/94524
94525,CHAIR (BIC),1,1,1,No,Yes,No,,https://databook.nyc/t/94525
94526,COMPUTER SPECIALIST (SOFTWARE,1,1,1,No,Yes,No,,https://databook.nyc/t/94526
94527,CHIEF OF STAFF (BUILDINGS),1,1,1,No,Yes,No,,https://databook.nyc/t/94527
94528,CHIEF ASSET MANAGEMENT OFFICER,0,0,0,No,Yes,Yes,11/18/2016,https://databook.nyc/t/94528
94529,CHIEF STRATEGY OFFICER (BUILDI,1,1,1,No,Yes,Yes,11/18/2016,https://databook.nyc/t/94529
94530,CHIEF STRUCTURAL ENGINEER (BUI,0,0,0,No,Yes,Yes,11/18/2016,https://databook.nyc/t/94530
94531,BOROUGH COMMISSIONER (BUILDING,2,1,1,No,Yes,Yes,11/18/2016,https://databook.nyc/t/94531
94540,President (NYC PHPT),0,0,0,No,Yes,No,,https://databook.nyc/t/94540
94541,Vice President (NYC PHPT),0,0,0,No,No,Yes,3/13/2024,https://databook.nyc/t/94541
94542,EXECUTIVE VICE PRESIDENT (NYC,0,0,0,No,No,No,,https://databook.nyc/t/94542
94543,CHIEF OF STAFF TO THE PRESIDEN,0,0,0,No,No,No,,https://databook.nyc/t/94543
94544,EXECUTIVE ASSISTANT TO THE PRE,0,0,0,No,No,No,,https://databook.nyc/t/94544
94545,Board Corporate Secretary (NYC,0,0,0,No,No,No,,https://databook.nyc/t/94545
94546,Board Executive Assistant (NYC,0,0,0,No,No,No,,https://databook.nyc/t/94546
94547,Transactions Manager (NYC PHPT,0,0,0,No,No,Yes,3/13/2024,https://databook.nyc/t/94547
94548,Executive Assistant (NYC PHPT),0,0,0,No,No,Yes,3/13/2024,https://databook.nyc/t/94548
94551,CHIEF OF STAFF TO THE MAYOR,1,1,1,No,Yes,No,,https://databook.nyc/t/94551
94552,DIRECTOR OF THE OFFICE OF SCHE,1,1,1,No,Yes,No,,https://databook.nyc/t/94552
94553,CHIEF PENSION INVESTMENT ADVIS,1,1,1,No,Yes,No,,https://databook.nyc/t/94553
94554,DIRECTOR OF CITY LEGISLATIVE,1,1,1,No,Yes,No,,https://databook.nyc/t/94554
94555,DIRECTOR OF INTERGOVERNMENTAL,1,1,1,No,Yes,No,,https://databook.nyc/t/94555
94556,SENIOR POLICY ADVISOR TO THE M,1,1,1,No,Yes,No,,https://databook.nyc/t/94556
94579,EXECUTIVE DIRECTOR OF GRACIE M,1,1,1,No,Yes,No,,https://databook.nyc/t/94579
94580,EXECUTIVE DIRECTOR OF THE COMM,0,0,0,No,No,Yes,2/10/2021,https://databook.nyc/t/94580
94581,"EXECUTIVE DIRECTOR, CITYWIDE E",1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94581
94582,"EXECUTIVE DIRECTOR, SPECIAL PR",1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94582
94583,CHIEF SERVICE OFFICER OF NYC S,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94583
94584,DIRECTOR OF THE MAYORâ€™S OFFICE,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94584
94585,DIRECTOR OF THE OFFICE OF CORR,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94585
94586,DIRECTOR OF THE MAYORâ€™S OFFICE,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94586
94587,DIRECTOR OF THE OFFICE OF IMMI,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94587
94588,DIRECTOR OF THE MAYORâ€™S OFFICE,1,1,1,No,Yes,Yes,2/10/2021,https://databook.nyc/t/94588
94589,COMMISSIONER OF THE OFC TO END,1,1,1,No,Yes,Yes,4/13/2022,https://databook.nyc/t/94589
94590,DIRECTOR OF THE OFFICE FOR PEO,1,1,1,No,Yes,Yes,4/13/2022,https://databook.nyc/t/94590
94591,DIRECTOR OF THE OFFICE OF CRIM,0,0,0,No,No,Yes,4/13/2022,https://databook.nyc/t/94591
94592,"ADVISOR FOR GAY, LESBIAN, TRAN",1,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/94592
94594,CHIEF INFORMATION TECHNOLOGY,0,0,0,No,No,Yes,9/16/2022,https://databook.nyc/t/94594
94595,DIRECTOR OF SOCIAL SERVICES,2,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/94595
94596,DIRECTOR OF COMMUNICATIONS,1,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/94596
94597,DIRECTOR OF CRIMINAL JUSTICE,0,0,0,No,No,Yes,9/16/2022,https://databook.nyc/t/94597
94598,DIR OF INVESTIGATIVE ACCTNG,1,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/94598
94599,DIRECTOR OF CRIME STRATEGIES,1,1,1,No,No,Yes,10/14/2022,https://databook.nyc/t/94599
94600,DIRECTOR OF CYBER-CRIME FORENS,2,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94600
94601,DIRECTOR CRIMINAL JUSTICE DATA,5,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94601
94602,DIRECTOR OF COMMUNITY RELATION,3,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94602
94603,DEPUTY CHIEF RACKETS INVESTIGA,4,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94603
94604,DEPUTY DIRECTOR OF COMMUNICATI,1,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94604
94605,DEPUTY DIRECTOR OF CYBER-CRIME,3,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94605
94606,EXECUTIVE DIRECTOR (PERSONNEL),3,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94606
94607,SPECIAL ASSISTANT TO THE DA,2,1,1,No,Yes,Yes,10/14/2022,https://databook.nyc/t/94607
94608,DEPUTY CHIEF INFORMATION TECHN,4,1,1,No,Yes,Yes,11/18/2022,https://databook.nyc/t/94608
94609,FIRST DEPUTY COMMISSIONER (NYC,1,1,1,No,No,No,,https://databook.nyc/t/94609
94610,DEPUTY COMMISSIONER,5,1,1,No,No,Yes,,https://databook.nyc/t/94610
94611,EMERGENCY PREPARDNESS MANAGER,65,1,1,No,No,Yes,7/19/2023,https://databook.nyc/t/94611
94612,EMERGENCY PREPAREDNESS SPECIAL,124,1,1,No,Yes,Yes,7/19/2023,https://databook.nyc/t/94612
95001,DEPUTY COMMISSIONER,0,0,0,No,Yes,No,,https://databook.nyc/t/95001
95002,ASSISTANT TO COMMISSIONER (DEP,1,1,1,No,Yes,No,,https://databook.nyc/t/95002
95003,SPECIAL ASSISTANT TO COMMISSIO,0,0,0,No,Yes,No,,https://databook.nyc/t/95003
95004,*SENIOR STAFF OFFICER (LEGAL),0,0,0,No,Yes,No,,https://databook.nyc/t/95004
95005,EXECUTIVE AGENCY COUNSEL,731,81,44,No,Yes,Yes,11/4/2009,https://databook.nyc/t/95005
95006,COUNSEL (DEPARTMENT FOR THE AG,1,1,1,No,Yes,No,,https://databook.nyc/t/95006
95007,EXECUTIVE DIRECTOR (POLICE PEN,0,0,0,No,Yes,No,,https://databook.nyc/t/95007
95008,DEPUTY DIRECTOR (POLICE PENSIO,0,0,0,No,Yes,No,,https://databook.nyc/t/95008
95009,SENIOR GENERAL DEPUTY MANAGER,0,0,0,No,Yes,No,,https://databook.nyc/t/95009
95010,EXECUTIVE INSPECTOR (FD),1,1,1,No,Yes,Yes,3/6/2013,https://databook.nyc/t/95010
95011,ASSISTANT COMMISSIONER (CULTUR,2,1,1,No,Yes,No,,https://databook.nyc/t/95011
95012,SECRETARY TO THE COMMISSIONER,0,0,0,No,Yes,No,,https://databook.nyc/t/95012
95013,FIRST DEPUTY COMMISSIONER (DOT,0,0,0,No,No,No,,https://databook.nyc/t/95013
95014,DEPUTY COMMISSIONER (DOT),1,1,1,No,Yes,Yes,10/5/2015,https://databook.nyc/t/95014
95015,BOROUGH COMMISSIONER (DOT),5,1,1,No,Yes,Yes,10/5/2015,https://databook.nyc/t/95015
95016,DIRECTOR OF ADMINISTRATION (DE,0,0,0,No,Yes,No,,https://databook.nyc/t/95016
95017,DIRECTOR OF COMMUNITY PROGRAMS,0,0,0,No,Yes,No,,https://databook.nyc/t/95017
95018,DIRECTOR OF DIRECT SERVICE PRO,1,1,1,No,Yes,No,,https://databook.nyc/t/95018
95019,DIRECTOR OF RESEARCH PLANNING,0,0,0,No,Yes,No,,https://databook.nyc/t/95019
95020,DIRECTOR OF SENIOR CITIZEN REN,0,0,0,No,No,No,,https://databook.nyc/t/95020
95021,CHIEF OF STAFF (DOT),1,1,1,No,Yes,Yes,10/5/2015,https://databook.nyc/t/95021
95022,CHIEF OF STAFF (FDNY PENSION F,0,0,0,No,Yes,No,,https://databook.nyc/t/95022
95023,FIRST DEPUTY COMMISSIONER (ACS,0,0,0,No,No,No,,https://databook.nyc/t/95023
95024,EXECUTIVE DEPUTY COMMISSIONER,0,0,0,No,No,No,,https://databook.nyc/t/95024
95025,FIRST DEPUTY COMMISSIONER (FIN,1,1,1,No,Yes,No,,https://databook.nyc/t/95025
95026,EXECUTIVE DIRECTOR (OPA),1,1,1,No,Yes,No,,https://databook.nyc/t/95026
95027,DEPUTY EXECUTIVE DIRECTOR (OPA,0,0,0,No,Yes,No,,https://databook.nyc/t/95027
95028,EXECUTIVE DIRECTOR (FDNY PENSI,0,0,0,No,Yes,No,,https://databook.nyc/t/95028
95029,DEPUTY EXECUTIVE DIRECTOR (FDN,0,0,0,No,Yes,No,,https://databook.nyc/t/95029
95030,CHIEF OF STAFF (PD),0,0,0,No,No,No,,https://databook.nyc/t/95030
95031,DEPUTY COMMISSIONER (COUNTERTE,0,0,0,No,No,No,,https://databook.nyc/t/95031
95032,DEPUTY COMMISSIONER (INTELLIGE,1,1,1,No,Yes,No,,https://databook.nyc/t/95032
95033,DIRECTOR OF INTERNAL AFFAIRS -,0,0,0,No,Yes,No,,https://databook.nyc/t/95033
95034,DIRECTOR OF ORGANIZED CRIME CO,0,0,0,No,Yes,No,,https://databook.nyc/t/95034
95035,SECRETARY TO THE FIRST DEPUTY,1,1,1,No,Yes,Yes,5/14/2012,https://databook.nyc/t/95035
95036,SECRETARY TO THE DEPUTY COMMIS,3,2,1,No,Yes,Yes,5/14/2012,https://databook.nyc/t/95036
95037,CONFIDENTIAL ASST TO THE EXECU,0,0,0,No,Yes,Yes,10/17/2018,https://databook.nyc/t/95037
95038,SECRETARY TO THE CHIEF ACTUARY,0,0,0,No,No,Yes,10/14/2021,https://databook.nyc/t/95038
95039,ASSISTANT COMMISSIONER (FD),5,1,1,No,Yes,Yes,2/6/2013,https://databook.nyc/t/95039
9503A,DIR ORG CRIME DETAILED AS DIRE,0,0,0,No,No,No,,https://databook.nyc/t/9503A
9503B,EXECUTIVE DIRECTOR OF FLEET,0,0,0,No,Yes,No,,https://databook.nyc/t/9503B
95040,ASSOCIATE COMMISSIONER (FD),1,1,1,No,Yes,Yes,8/22/2012,https://databook.nyc/t/95040
95041,ASSISTANT COMMISSIONER (DOC),12,2,1,No,Yes,Yes,7/29/2019,https://databook.nyc/t/95041
95042,ASSOCIATE COMMISSIONER (DOC),3,1,1,No,Yes,Yes,7/29/2019,https://databook.nyc/t/95042
95043,DEPUTY COMMISSIONER (DOC),9,3,1,No,Yes,Yes,7/29/2019,https://databook.nyc/t/95043
95044,CHIEF OF STAFF (DOC),0,0,0,No,Yes,Yes,7/29/2019,https://databook.nyc/t/95044
95045,FIRST DEPUTY COMMISSIONER (DDC,1,1,1,No,Yes,No,,https://databook.nyc/t/95045
95046,CHIEF OF STAFF (DDC),0,0,0,No,No,No,,https://databook.nyc/t/95046
95047,DIRECTOR FOR EQUAL EMPLOYMENT,0,0,0,No,Yes,Yes,1/2/2020,https://databook.nyc/t/95047
95048,DEPUTY COMMISSIONER (DDC),0,0,0,No,Yes,Yes,1/2/2020,https://databook.nyc/t/95048
95049,CHIEF OF STAFF TO FIRST DEPUTY,1,1,1,No,Yes,Yes,1/2/2020,https://databook.nyc/t/95049
95050,ADMINISTRATIVE ASSISTANT TO CO,30,1,1,No,Yes,Yes,7/17/2013,https://databook.nyc/t/95050
95051,SECRETARY TO THE CHANCELLOR (D,1,1,1,No,Yes,Yes,7/17/2013,https://databook.nyc/t/95051
95052,SECRETARY TO THE DEPUTY CHANCE,6,3,1,No,Yes,Yes,7/17/2013,https://databook.nyc/t/95052
95053,SECRETARY TO THE COUNSEL TO TH,0,0,0,No,Yes,Yes,7/17/2013,https://databook.nyc/t/95053
95054,ASSOCIATE EXECUTIVE DIRECTOR (,0,0,0,No,No,Yes,4/23/2021,https://databook.nyc/t/95054
95055,ASSISTANT EXECUTIVE DIRECTOR (,0,0,0,No,Yes,Yes,4/3/2014,https://databook.nyc/t/95055
95056,DEPUTY EXECUTIVE DIRECTOR (BOA,1,1,1,No,Yes,Yes,4/3/2014,https://databook.nyc/t/95056
95057,EXECUTIVE DIRECTOR (EEPC),1,1,1,No,Yes,No,,https://databook.nyc/t/95057
95058,ASSOCIATE COMMISSIONER FOR DET,0,0,0,No,No,Yes,,https://databook.nyc/t/95058
95059,ASSISTANT COMMISSIONER FOR SEC,0,0,0,No,No,Yes,,https://databook.nyc/t/95059
95060,ASSOCIATE COMMISSIONER FOR CLO,0,0,0,No,No,Yes,,https://databook.nyc/t/95060
95061,ASSOCIATE COMMISSIONER OF POLI,0,0,0,No,No,Yes,,https://databook.nyc/t/95061
95062,ASSOCIATE COMMISSIONER FOR CBA,0,0,0,No,No,Yes,,https://databook.nyc/t/95062
95063,ASSOCIATE COMMISSIONER FOR JUV,0,0,0,No,No,Yes,,https://databook.nyc/t/95063
95064,ASSOCIATE COMMISSIONER FOR FAC,0,0,0,No,No,Yes,,https://databook.nyc/t/95064
95065,ASSISTANT COMMISSIONER FOR OPE,0,0,0,No,No,Yes,,https://databook.nyc/t/95065
95066,CHIEF EFFECTIVENESS OFFICER (A,1,1,1,No,No,Yes,9/10/2020,https://databook.nyc/t/95066
95067,CHIEF OF STAFF TO THE COMMISSI,0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95067
95068,DIRECTOR OF EQUAL EMPLOYMENT O,0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95068
95069,CHIEF ACCOUNTABILITY OFFICER (,0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95069
95070,INTERNAL MONITOR (ACS),0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95070
95071,EXECUTIVE DIRECTOR OF EQUITY S,0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95071
95072,DIRECTOR OF RACE EQUITY STRATE,1,1,1,No,No,Yes,9/10/2020,https://databook.nyc/t/95072
95073,DIRECTOR OF LGBTQ AND GENDER E,0,0,0,No,No,Yes,9/10/2020,https://databook.nyc/t/95073
95074,EXECUTIVE DIRECTOR OF PUBLIC A,0,0,0,No,Yes,Yes,9/10/2020,https://databook.nyc/t/95074
95075,CHIEF OF STAFF (OFFICE OF THE,0,0,0,No,Yes,Yes,6/25/2020,https://databook.nyc/t/95075
95076,SR ADVISOR FOR INVESTIGATIONS,1,1,1,No,Yes,Yes,4/23/2021,https://databook.nyc/t/95076
95077,DIRECTOR OF ADMINISTRATION,1,1,1,No,Yes,No,,https://databook.nyc/t/95077
95078,"DEPUTY COMMISSIONER, TAX POLIC",0,0,0,No,No,No,,https://databook.nyc/t/95078
95079,ASSOCIATE COMMISSIONER (FINANC,0,0,0,No,No,Yes,,https://databook.nyc/t/95079
95080,CHIEF OF STAFF (FINANCE),1,1,1,No,Yes,Yes,,https://databook.nyc/t/95080
95081,CHIEF INFORMATION OFFICER (FIN,1,1,1,No,Yes,Yes,,https://databook.nyc/t/95081
95082,CHIEF DIVERSITY OFFICER (FIN),0,0,0,No,No,Yes,,https://databook.nyc/t/95082
95083,PENSION INVESTMENT ADVISOR,2,1,1,No,Yes,Yes,,https://databook.nyc/t/95083
95084,ASSIST COMMISSIONER CITYWIDE,1,1,1,No,Yes,Yes,,https://databook.nyc/t/95084
95085,"ASSISTANT COMMISSIONER, DATA",0,0,0,No,No,Yes,,https://databook.nyc/t/95085
95086,"ASSISTANT COMMISSIONER, TAX PO",1,1,1,No,No,Yes,,https://databook.nyc/t/95086
95087,"DIRECTOR, RESEARCH DEVELOPMENT",0,0,0,No,Yes,Yes,,https://databook.nyc/t/95087
95088,PARKING SUMMONS ADVOCATE (FIN),0,0,0,No,No,Yes,,https://databook.nyc/t/95088
95089,"ASSISTANT COMMISSIONER, PROPER",0,0,0,No,No,Yes,,https://databook.nyc/t/95089
95090,FACILITY SUPERVISOR (CORRECTIO,1,1,1,No,Yes,Yes,,https://databook.nyc/t/95090
95091,CLIMATE POLICY OFFICER-MAYOR,0,0,0,No,No,No,,https://databook.nyc/t/95091
95092,CITY CHIEF DECARBONIZATION OFF,1,1,1,No,Yes,Yes,9/16/2022,https://databook.nyc/t/95092
95093,AGENCY CHIEF DECARBONIZATION,4,4,4,No,Yes,Yes,9/16/2022,https://databook.nyc/t/95093
95094,"DIRECTOR, ENERGY MANAGEMENT",4,4,4,No,Yes,Yes,9/16/2022,https://databook.nyc/t/95094
95095,DEPUTY COMMISSIONER FOR POLICY,0,0,0,No,No,No,,https://databook.nyc/t/95095
95099,CHIEF TAX COMPLIANCE OFFICER,1,1,1,No,Yes,No,,https://databook.nyc/t/95099
95100,TAXPAYER ADVOCATE (FINANCE),0,0,0,No,No,No,,https://databook.nyc/t/95100
95143,DEPUTY COMMISSIONER (DBS),6,4,2,No,Yes,No,,https://databook.nyc/t/95143
95144,EXECUTIVE DIRECTOR OF SPECIAL,0,0,0,No,No,No,,https://databook.nyc/t/95144
95145,SECRETARY OF DEPARTMENT (DBS),0,0,0,No,Yes,No,,https://databook.nyc/t/95145
95146,ASSISTANT COMMISSIONER (DBS),3,1,1,No,Yes,No,,https://databook.nyc/t/95146
95147,EXECUTIVE ASSISTANT TO THE COM,1,1,1,No,Yes,No,,https://databook.nyc/t/95147
95148,GENERAL COUNSEL (DBS),1,1,1,No,Yes,No,,https://databook.nyc/t/95148
95149,FIRST DEPUTY COMMISSIONER (BIC,0,0,0,No,Yes,No,,https://databook.nyc/t/95149
95150,DEPUTY COMMISSIONER OF INVESTI,0,0,0,No,Yes,No,,https://databook.nyc/t/95150
95151,DIRECTOR OF INVESTIGATIONS (BI,1,1,1,No,Yes,No,,https://databook.nyc/t/95151
95152,DIRECTOR OF INVESTIGATIVE AUDI,1,1,1,No,Yes,No,,https://databook.nyc/t/95152
95201,DEPUTY ADMINISTRATOR,0,0,0,No,Yes,No,,https://databook.nyc/t/95201
95202,EXECUTIVE DEPUTY COMMISSIONER,1,1,1,No,Yes,No,,https://databook.nyc/t/95202
95203,DEPUTY COMMISSIONER FOR DEP PO,0,0,0,No,No,No,,https://databook.nyc/t/95203
95204,DEPUTY COMMISSIONER COMMUNICAT,0,0,0,No,No,No,,https://databook.nyc/t/95204
95212,EXECUTIVE CHIEF OF STAFF (DEP),0,0,0,No,Yes,No,,https://databook.nyc/t/95212
95213,ASSISTANT COMMISSIONER FOR DEP,0,0,0,No,No,No,,https://databook.nyc/t/95213
95214,SENIOR ADVISER TO THE COMMISSI,0,0,0,No,Yes,No,,https://databook.nyc/t/95214
95215,EXECUTIVE ASST TO THE COMMISSI,1,1,1,No,Yes,No,,https://databook.nyc/t/95215
95216,CONFIDENTIAL ASST TO THE EXECU,1,1,1,No,Yes,No,,https://databook.nyc/t/95216
95217,DIRECTOR OF MOTOR EQUIPMENT (E,0,0,0,No,No,No,,https://databook.nyc/t/95217
95221,COUNSEL (DEPT OF ENVIRONMENTAL,1,1,1,No,Yes,No,,https://databook.nyc/t/95221
95226,"MANAGER, WATER AND SEWER SYSTE",0,0,0,No,No,No,,https://databook.nyc/t/95226
95228,"MANAGER, WATER SUPPLY (JAMAICA",0,0,0,No,Yes,No,,https://databook.nyc/t/95228
95230,DEPUTY ADMINSTRATOR/COMSNR-DOS,0,0,0,No,Yes,No,,https://databook.nyc/t/95230
95231,DEPUTY COMMISSIONER,1,1,1,No,Yes,No,,https://databook.nyc/t/95231
95236,CONFIDENTIAL ASSISTANT TO THE,1,1,1,No,Yes,No,,https://databook.nyc/t/95236
95240,MEDICAL DIRECTOR (SANITATION),1,1,1,No,Yes,No,,https://databook.nyc/t/95240
95251,DEPUTY DIRECTOR OF MOTOR EQUIP,1,1,1,No,Yes,No,,https://databook.nyc/t/95251
95252,DIRECTOR OF MOTOR EQUIPMENT MA,0,0,0,No,Yes,No,,https://databook.nyc/t/95252
95258,SUPERVISOR OF MARINE OPERATION,0,0,0,No,No,No,,https://databook.nyc/t/95258
9525A,DEP DIR MTR EQ MNTC(DOS)-MGRL,0,0,0,No,Yes,No,,https://databook.nyc/t/9525A
9525B,DIRECTOR OF MOTOR EQUIPMENT MA,2,1,1,No,Yes,No,,https://databook.nyc/t/9525B
95260,SPECIAL INVESTIGATOR,0,0,0,No,Yes,No,,https://databook.nyc/t/95260
95272,DIRECTOR OF NOISE ABATEMENT,1,1,1,No,Yes,No,,https://databook.nyc/t/95272
95275,DEPUTY COMMISSIONER (DEP),5,3,1,No,Yes,No,,https://databook.nyc/t/95275
95276,ASSOCIATE COMMISSIONER (DEP),0,0,0,No,Yes,No,,https://databook.nyc/t/95276
95277,ASSISTANT COMMISSIONER (DEP),3,3,1,No,Yes,No,,https://databook.nyc/t/95277
95278,DIRECTOR FOR EQUAL EMPLOYMENT,0,0,0,No,Yes,No,,https://databook.nyc/t/95278
95279,ADMINISTRATOR OF SLUDGE VESSEL,0,0,0,No,No,No,,https://databook.nyc/t/95279
95291,ASSISTANT SECRETARY TO THE COM,0,0,0,No,No,No,,https://databook.nyc/t/95291
95292,SECRETARY TO THE EXEC DEPUTY C,1,1,1,No,Yes,No,,https://databook.nyc/t/95292
95296,SENIOR EXECUTIVE DIRECTOR OF I,0,0,0,No,No,No,,https://databook.nyc/t/95296
95297,EXECUTIVE DIRECTOR TO THE ENVI,0,0,0,No,Yes,No,,https://databook.nyc/t/95297
95300,DEPUTY COMMISSIONER (FINANCE),3,3,1,No,Yes,No,,https://databook.nyc/t/95300
95302,CHIEF INVESTIGATOR (CRIMINAL I,0,0,0,No,No,No,,https://databook.nyc/t/95302
95304,ASSISTANT COMMISSIONER (CRIMIN,0,0,0,No,No,No,,https://databook.nyc/t/95304
95312,EXAMINER OF ACCOUNTS,1,1,1,No,Yes,No,,https://databook.nyc/t/95312
95315,CITY REGISTER,1,1,1,No,Yes,No,,https://databook.nyc/t/95315
95316,CHIEF OF LAW BUREAU (OPINIONS/,0,0,0,No,No,No,,https://databook.nyc/t/95316
95317,DIRECTOR OF HEARING BUREAU (FI,0,0,0,No,No,No,,https://databook.nyc/t/95317
95318,DIRECTOR OF LITIGATION BUREAU,0,0,0,No,No,No,,https://databook.nyc/t/95318
95321,ASSISTANT COMMISSIONER (ADM SE,1,1,1,No,Yes,No,,https://databook.nyc/t/95321
95322,ASSISTANT COMMISSIONER (AUDIT),0,0,0,No,Yes,No,,https://databook.nyc/t/95322
95323,ASSISTANT COMMISSIONER (CASH M,1,1,1,No,Yes,No,,https://databook.nyc/t/95323
95324,ASSIST COMMISSIONER (MANAGEMEN,1,1,1,No,Yes,No,,https://databook.nyc/t/95324
95326,ASSISTANT COMMISSIONER (MANAGE,1,1,1,No,Yes,No,,https://databook.nyc/t/95326
95328,ASST COMMISSIONER (REAL PROPER,1,1,1,No,Yes,No,,https://databook.nyc/t/95328
95329,ASSISTANT COMMISSIONER (TAX PR,1,1,1,No,Yes,No,,https://databook.nyc/t/95329
95331,CITY COLLECTOR,1,1,1,No,Yes,No,,https://databook.nyc/t/95331
95332,COUNSEL (DEPARTMENT OF FINANCE,1,1,1,No,Yes,No,,https://databook.nyc/t/95332
95333,ASSISTANT COUNSEL (TAX COMMISS,1,1,1,No,Yes,No,,https://databook.nyc/t/95333
95335,COUNSEL (TAX COMMISSION),0,0,0,No,No,No,,https://databook.nyc/t/95335
95336,DIRECTOR OF PUBLIC INFORMATION,1,1,1,No,Yes,No,,https://databook.nyc/t/95336
95338,EXEC ASST TO THE COMMISSIONER,1,1,1,No,Yes,No,,https://databook.nyc/t/95338
95339,CHIEF ASSESSOR (FINANCE),0,0,0,No,No,No,,https://databook.nyc/t/95339
95341,CHIEF OF CITY SHERIFF OPERATIO,1,1,1,No,Yes,No,,https://databook.nyc/t/95341
95342,EXECUTIVE DEPUTY SHERIFF (FINA,0,0,0,No,Yes,No,,https://databook.nyc/t/95342
95350,SECRETARY TO DEPUTY COMMISSION,2,2,1,No,Yes,No,,https://databook.nyc/t/95350
95385,DEPUTY COUNSEL (DCA),0,0,0,No,Yes,No,,https://databook.nyc/t/95385
95386,SECRETARY TO THE DEPUTY COMMIS,0,0,0,No,No,No,,https://databook.nyc/t/95386
95409,SPECIAL ADVISOR TO THE MAYOR,1,1,1,No,Yes,No,,https://databook.nyc/t/95409
95423,DEPUTY COMMISSIONER (HEALTH),4,3,1,No,Yes,No,,https://databook.nyc/t/95423
95435,DIRECTOR OF NURSING SERVICES,0,0,0,No,Yes,No,,https://databook.nyc/t/95435
95436,ASSOCIATE DIRECTOR OF NURSING,0,0,0,No,Yes,No,,https://databook.nyc/t/95436
95437,ALCOHOLISM COUNSELOR,0,0,0,No,No,No,,https://databook.nyc/t/95437
95438,ASST COMMISSIONER (COMM DISEAS,0,0,0,No,Yes,No,,https://databook.nyc/t/95438
